"Easy Access to Juvenile Populations: County Comparisons"
"Table:    Race by County in Wyoming"

"Selecting:"
"Year = 2009"    
"Age = 11, 12, 13, 14, 15, 16, 17"    

"counts","White","Black","American Indian","Asian","Total",
"All Counties","47467","944","2037","482","50930",
"Albany County","2026","52","23","67","2168",
"Big Horn County","1214","11","9","3","1237",
"Campbell County","4498","44","94","23","4659",
"Carbon County","1346","8","30","8","1392",
"Converse County","1358","29","16","3","1406",
"Crook County","640","2","8","0","650",
"Fremont County","2461","20","1202","21","3704",
"Goshen County","1087","16","18","5","1126",
"Hot Springs County","377","6","10","4","397",
"Johnson County","734","6","7","3","750",
"Laramie County","7568","394","160","130","8252",
"Lincoln County","1913","15","31","7","1966",
"Natrona County","6510","158","125","62","6855",
"Niobrara County","214","2","0","2","218",
"Park County","2345","22","33","19","2419",
"Platte County","776","4","7","8","795",
"Sheridan County","2406","25","86","16","2533",
"Sublette County","855","6","18","4","883",
"Sweetwater County","4029","83","67","43","4222",
"Teton County","1411","10","15","30","1466",
"Uinta County","2318","20","37","14","2389",
"Washakie County","780","8","26","10","824",
"Weston County","601","3","15","0","619",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2018). "
"Easy Access to Juvenile Populations: 1990-2017. Online."
"Available: https://www.ojjdp.gov/ojstatbb/ezapop/"
