"Easy Access to Juvenile Populations: County Comparisons"
"Table:    Race by County in Wyoming"

"Selecting:"
"Year = 2010"    
"Age = 11, 12, 13, 14, 15, 16, 17"    

"counts","White","Black","American Indian","Asian","Total",
"All Counties","47171","898","2011","483","50563",
"Albany County","1980","49","26","57","2112",
"Big Horn County","1217","10","10","5","1242",
"Campbell County","4525","48","92","31","4696",
"Carbon County","1309","7","27","10","1353",
"Converse County","1338","25","10","1","1374",
"Crook County","634","6","8","0","648",
"Fremont County","2459","30","1204","19","3712",
"Goshen County","1114","15","20","5","1154",
"Hot Springs County","375","8","10","5","398",
"Johnson County","713","7","7","3","730",
"Laramie County","7596","348","151","132","8227",
"Lincoln County","1912","18","29","9","1968",
"Natrona County","6355","140","116","64","6675",
"Niobrara County","207","2","0","2","211",
"Park County","2299","24","34","18","2375",
"Platte County","741","8","6","8","763",
"Sheridan County","2378","26","68","14","2486",
"Sublette County","882","9","21","5","917",
"Sweetwater County","3959","73","78","44","4154",
"Teton County","1421","10","18","26","1475",
"Uinta County","2364","24","34","16","2438",
"Washakie County","799","6","29","9","843",
"Weston County","594","5","13","0","612",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2018). "
"Easy Access to Juvenile Populations: 1990-2017. Online."
"Available: https://www.ojjdp.gov/ojstatbb/ezapop/"
