"Easy Access to Juvenile Populations: County Comparisons"
"Table:    Race by County in Wyoming"

"Selecting:"
"Year = 1995"    
"Age = 11, 12, 13, 14, 15, 16, 17"    

"counts","White","Black","American Indian","Asian","Total",
"All Counties","57299","489","1727","292","59807",
"Albany County","2550","27","44","37","2658",
"Big Horn County","1488","0","8","4","1500",
"Campbell County","4552","5","67","17","4641",
"Carbon County","1985","8","6","15","2014",
"Converse County","1630","4","19","3","1656",
"Crook County","776","0","4","0","780",
"Fremont County","3431","7","1173","6","4617",
"Goshen County","1435","0","16","0","1451",
"Hot Springs County","564","0","19","0","583",
"Johnson County","772","0","8","1","781",
"Laramie County","8302","296","93","102","8793",
"Lincoln County","2228","2","8","0","2238",
"Natrona County","7510","79","88","41","7718",
"Niobrara County","275","0","0","0","275",
"Park County","3001","3","20","11","3035",
"Platte County","1059","0","1","0","1060",
"Sheridan County","3022","7","44","21","3094",
"Sublette County","671","0","0","0","671",
"Sweetwater County","5549","48","61","22","5680",
"Teton County","1303","2","6","3","1314",
"Uinta County","3202","1","28","6","3237",
"Washakie County","1137","0","10","3","1150",
"Weston County","857","0","4","0","861",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2018). "
"Easy Access to Juvenile Populations: 1990-2017. Online."
"Available: https://www.ojjdp.gov/ojstatbb/ezapop/"
