Year,period,Total Children in Care,Psychiatric RTC,Relative foster home,Supervised Independent Living,Long Term FC Non Relative,Long Term FC Relative,Interim,Boys School,State Hospital,Girls School,Hospital,Total Family-like setting,Therapeutic FC Non Relative,Specialized FC Relative,Jail,Pre-adoptive home,Crisis Center,Detention,district,Therapeutic FC Relative,Trial Home Visit,Runaway,Total Group Care,Non-relative foster home,Residential Treatment,Group Home,Specialized FC Non Relative,Unknown
2015,Oct 2015,21,3,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,0,9,0,1,0,20,0,5,7,0,0
2015,Nov 2015,21,3,0,0,0,0,0,3,0,4,0,2,0,0,0,0,0,0,9,0,2,0,19,0,4,5,0,0
2015,Dec 2015,19,3,0,0,0,0,0,3,0,4,0,1,0,0,0,0,0,0,9,0,1,0,18,0,4,4,0,0
2016,Jan 2016,19,3,0,0,0,0,0,3,0,4,0,1,0,0,0,0,0,0,9,0,1,0,18,0,3,5,0,0
2016,Feb 2016,20,2,1,0,0,0,0,4,0,5,0,2,0,0,0,0,0,0,9,0,1,0,18,0,2,5,0,0
2016,Mar 2016,19,3,1,0,0,0,0,3,0,5,0,3,0,0,0,0,0,0,9,0,2,0,16,0,2,3,0,0
2016,Apr 2016,18,4,1,0,0,0,0,2,0,4,0,3,0,0,0,0,0,1,9,0,2,0,15,0,1,3,0,0
2016,May 2016,17,4,1,0,0,0,0,2,0,3,0,2,0,0,0,0,1,3,9,0,1,0,15,0,1,1,0,0
2016,Jun 2016,16,3,1,0,0,0,0,3,0,3,0,2,0,0,0,0,0,2,9,0,1,0,14,0,2,1,0,0
2016,Jul 2016,16,3,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,9,0,0,0,16,0,3,3,0,0
2016,Aug 2016,17,0,0,0,0,0,0,4,0,1,0,3,0,0,0,0,0,0,9,0,3,0,14,0,4,5,0,0
2016,Sep 2016,18,2,0,0,0,0,0,5,0,1,0,3,0,0,0,0,0,0,9,0,3,0,15,0,2,5,0,0
2016,Oct 2016,18,2,0,0,0,0,0,4,0,1,0,3,0,0,0,0,0,0,9,0,3,0,15,0,3,5,0,0
2016,Nov 2016,19,3,0,0,0,0,0,5,0,1,0,2,0,0,0,0,0,0,9,0,2,0,17,0,3,5,0,0
2016,Dec 2016,18,4,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,9,0,0,0,18,0,3,5,0,0
2017,Jan 2017,20,5,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,9,0,0,0,20,0,4,6,0,0
2017,Feb 2017,21,5,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,9,0,0,0,21,0,5,6,0,0
2017,Mar 2017,18,4,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,9,0,2,0,16,0,7,4,0,0
2017,Apr 2017,16,3,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,9,0,1,0,14,1,6,3,0,0
2017,May 2017,17,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,9,0,0,0,16,1,6,3,0,0
2017,Jun 2017,17,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,9,0,0,0,16,1,4,5,0,0
2017,Jul 2017,16,4,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,9,0,0,0,15,1,4,3,0,0
2017,Aug 2017,16,4,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,1,9,0,1,0,15,0,4,1,0,0
2017,Sep 2017,15,3,0,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0,9,0,1,0,14,0,5,0,0,0
2017,Oct 2017,16,3,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,9,0,1,0,15,0,4,4,0,0
2017,Nov 2017,15,4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,9,0,0,0,15,0,4,3,0,0
2017,Dec 2017,15,3,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,9,0,1,0,14,0,4,3,0,0
2018,Jan 2018,15,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,9,0,0,0,15,0,5,3,0,0
2018,Feb 2018,16,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,9,0,0,0,16,0,6,2,0,0
2018,Mar 2018,17,3,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,9,0,1,0,16,0,6,3,0,0
2018,Apr 2018,15,2,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,1,9,0,2,0,13,0,3,3,0,0
2018,May 2018,11,1,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,1,9,0,1,0,10,0,2,2,0,0
