Year,Count,Mean,Std. Deviation,Minimum,25% Percentile,50% Percentile,75% Percentile,Maximum
2016,22.0,42.90920065383196,29.32678721141282,2.5123523992965415,15.438129121641737,40.263963602576894,66.23607662951429,96.72131147540983
2017,23.0,42.5005037031039,32.745087202389165,4.171881518564873,12.094669723801337,40.69706772409475,68.24517965693875,121.31828208122485
2012,23.0,90.83202966982881,99.02205156336005,4.249893752656184,28.979545520382445,67.85411365564038,95.21043438806103,378.6096256684492
2013,23.0,81.46055350945711,88.8421969212249,1.6751821760616465,30.80759898421465,49.38555185482945,85.529969619502,327.8802645318482
2014,23.0,79.54740179139533,88.16584991905002,7.589172780166962,30.054853701376082,58.04749340369393,78.9503895057166,344.60932555031997
2015,22.0,86.80359724489516,113.64433659165003,2.5092004014720644,31.01111324158483,46.88621073587747,76.99359597500242,432.50419228619336
