ORI #,Crime,Male Total,Female Total
1301,"Weapons, Carry, Possess, etc.",3,1
1301,Prostitution Commercial Vice,0,0
1301,Sex Offenses (Except Rape Prosititution),0,1
1301,Drug Abuse Violations Grand Total,66,33
1301,(1) Sale/Manufacture Subtotal,1,1
1301,(2) Possession Subtotal,65,32
1301,Gambling Offenses,0,0
1301,Offenses Against Family Children,0,0
1301,Driving Under the Influence,1,2
1301,Liquor Laws,29,16
1301,Drunkenness,3,0
1301,Disorderly Conduct,0,0
1301,Vagrancy,0,0
1301,All Other Offenses (Except Traffic),100,38
1301,Suspicion,0,0
1301,Curfew Loitering Law Violation,24,10
1301,Run-Aways,0,0
1302,Murder and Nonegligent Manslaughter,0,0
1302,Forcible Rape,0,0
1302,Robbery,0,0
1302,Aggravated Assault,0,0
1302,Burglary,0,0
1302,Larceny-Theft,0,0
1302,Motor Vehicle Theft,0,0
1302,Manslaughter by Negligence,0,0
1302,Arson,0,0
1302,Other Assaults,1,0
1302,Forgery Counterfeiting,0,0
1302,Fraud,0,0
1302,Embezzlement,0,0
1302,"Stolen Property, Buy, Receive, Possess",0,0
1302,Vandalism,2,0
1302,"Weapons, Carry, Possess, etc.",0,0
1302,Prostitution Commercial Vice,0,0
1302,Sex Offenses (Except Rape Prosititution),0,0
1302,Drug Abuse Violations Grand Total,2,1
1302,(1) Sale/Manufacture Subtotal,0,1
1302,(2) Possession Subtotal,2,0
1302,Gambling Offenses,0,0
1302,Offenses Against Family Children,0,0
1302,Driving Under the Influence,0,0
1302,Liquor Laws,0,0
1302,Drunkenness,0,0
1302,Disorderly Conduct,0,0
1302,Vagrancy,0,0
1302,All Other Offenses (Except Traffic),2,0
1302,Suspicion,0,0
1302,Curfew Loitering Law Violation,0,0
1302,Run-Aways,0,0
1304,Murder and Nonegligent Manslaughter,0,0
1304,Forcible Rape,0,0
1304,Robbery,0,0
1304,Aggravated Assault,0,0
1304,Burglary,1,0
1304,Larceny-Theft,1,0
1304,Motor Vehicle Theft,0,0
1304,Manslaughter by Negligence,0,0
1304,Arson,0,0
1304,Other Assaults,0,0
1304,Forgery Counterfeiting,0,0
1304,Fraud,0,0
1304,Embezzlement,0,0
1304,"Stolen Property, Buy, Receive, Possess",0,0
1304,Vandalism,0,0
1304,"Weapons, Carry, Possess, etc.",0,0
1304,Prostitution Commercial Vice,0,0
1304,Sex Offenses (Except Rape Prosititution),0,0
1304,Drug Abuse Violations Grand Total,3,1
1304,(1) Sale/Manufacture Subtotal,0,0
1304,(2) Possession Subtotal,3,1
1304,Gambling Offenses,0,0
1304,Offenses Against Family Children,0,0
1304,Driving Under the Influence,0,0
1304,Liquor Laws,15,5
1304,Drunkenness,0,0
1304,Disorderly Conduct,0,0
1304,Vagrancy,0,0
1304,All Other Offenses (Except Traffic),3,0
1304,Suspicion,0,0
1304,Curfew Loitering Law Violation,3,0
1304,Run-Aways,0,0
1400,Murder and Nonegligent Manslaughter,0,0
1400,Forcible Rape,0,0
1400,Robbery,0,0
1400,Aggravated Assault,0,0
1400,Burglary,1,0
1400,Larceny-Theft,0,0
1400,Motor Vehicle Theft,0,0
1400,Manslaughter by Negligence,0,0
1400,Arson,0,0
1400,Other Assaults,0,0
1400,Forgery Counterfeiting,0,0
1400,Fraud,0,0
1400,Embezzlement,0,0
1400,"Stolen Property, Buy, Receive, Possess",0,0
1400,Vandalism,0,0
1400,"Weapons, Carry, Possess, etc.",0,0
1400,Prostitution Commercial Vice,0,0
1400,Sex Offenses (Except Rape Prosititution),0,0
1400,Drug Abuse Violations Grand Total,0,0
1400,(1) Sale/Manufacture Subtotal,0,0
1400,(2) Possession Subtotal,0,0
1400,Gambling Offenses,0,0
1400,Offenses Against Family Children,0,0
1400,Driving Under the Influence,0,0
1400,Liquor Laws,0,0
1400,Drunkenness,0,0
1400,Disorderly Conduct,0,0
1400,Vagrancy,0,0
1400,All Other Offenses (Except Traffic),0,0
1400,Suspicion,0,0
1400,Curfew Loitering Law Violation,0,0
1400,Run-Aways,0,0
1500,Murder and Nonegligent Manslaughter,0,0
1500,Forcible Rape,0,0
1500,Robbery,0,0
1500,Aggravated Assault,1,0
1500,Burglary,0,0
1500,Larceny-Theft,0,1
1500,Motor Vehicle Theft,0,0
1500,Manslaughter by Negligence,0,0
1500,Arson,0,0
1500,Other Assaults,0,0
1500,Forgery Counterfeiting,0,0
1500,Fraud,1,0
1500,Embezzlement,0,0
1500,"Stolen Property, Buy, Receive, Possess",0,0
1500,Vandalism,0,0
1500,"Weapons, Carry, Possess, etc.",0,0
1500,Prostitution Commercial Vice,0,0
1500,Sex Offenses (Except Rape Prosititution),0,0
1500,Drug Abuse Violations Grand Total,0,0
1500,(1) Sale/Manufacture Subtotal,0,0
1500,(2) Possession Subtotal,0,0
1500,Gambling Offenses,0,0
1500,Offenses Against Family Children,0,0
1500,Driving Under the Influence,0,0
1500,Liquor Laws,0,0
1500,Drunkenness,0,0
1500,Disorderly Conduct,0,0
1500,Vagrancy,0,0
1500,All Other Offenses (Except Traffic),1,0
1500,Suspicion,0,0
1500,Curfew Loitering Law Violation,0,0
1500,Run-Aways,0,0
1501,Murder and Nonegligent Manslaughter,0,0
1501,Forcible Rape,0,0
1501,Robbery,0,0
1501,Aggravated Assault,0,0
1501,Burglary,0,0
1501,Larceny-Theft,5,2
1501,Motor Vehicle Theft,0,0
1501,Manslaughter by Negligence,0,0
1501,Arson,0,0
1501,Other Assaults,1,0
1501,Forgery Counterfeiting,0,0
1501,Fraud,0,0
1501,Embezzlement,0,0
1501,"Stolen Property, Buy, Receive, Possess",0,1
1501,Vandalism,7,0
1501,"Weapons, Carry, Possess, etc.",0,0
1501,Prostitution Commercial Vice,0,0
1501,Sex Offenses (Except Rape Prosititution),0,0
1501,Drug Abuse Violations Grand Total,4,2
1501,(1) Sale/Manufacture Subtotal,0,0
1501,(2) Possession Subtotal,4,2
1501,Gambling Offenses,0,0
1501,Offenses Against Family Children,0,0
1501,Driving Under the Influence,1,0
1501,Liquor Laws,4,4
1501,Drunkenness,0,0
1501,Disorderly Conduct,2,0
1501,Vagrancy,0,0
1501,All Other Offenses (Except Traffic),9,4
1501,Suspicion,0,0
1501,Curfew Loitering Law Violation,0,0
1501,Run-Aways,0,0
1502,Murder and Nonegligent Manslaughter,0,0
1502,Forcible Rape,1,0
1502,Robbery,0,0
1502,Aggravated Assault,1,0
1502,Burglary,0,0
1502,Larceny-Theft,8,0
1502,Motor Vehicle Theft,0,0
1502,Manslaughter by Negligence,0,0
1502,Arson,0,0
1502,Other Assaults,1,0
1502,Forgery Counterfeiting,0,0
1502,Fraud,0,0
1502,Embezzlement,0,0
1502,"Stolen Property, Buy, Receive, Possess",4,0
1502,Vandalism,0,1
1502,"Weapons, Carry, Possess, etc.",0,0
1502,Prostitution Commercial Vice,0,0
1502,Sex Offenses (Except Rape Prosititution),0,0
1502,Drug Abuse Violations Grand Total,7,3
1502,(1) Sale/Manufacture Subtotal,0,1
1502,(2) Possession Subtotal,7,2
1502,Gambling Offenses,0,0
1502,Offenses Against Family Children,0,0
1502,Driving Under the Influence,1,0
1502,Liquor Laws,10,2
1502,Drunkenness,0,0
1502,Disorderly Conduct,6,1
1502,Vagrancy,0,0
1502,All Other Offenses (Except Traffic),25,9
1502,Suspicion,0,0
1502,Curfew Loitering Law Violation,0,0
1502,Run-Aways,0,0
1600,Murder and Nonegligent Manslaughter,0,0
1600,Forcible Rape,0,0
1600,Robbery,0,0
1600,Aggravated Assault,0,0
1600,Burglary,0,0
1600,Larceny-Theft,0,0
1600,Motor Vehicle Theft,0,0
1600,Manslaughter by Negligence,0,0
1600,Arson,0,0
1600,Other Assaults,1,0
1600,Forgery Counterfeiting,0,0
1600,Fraud,0,0
1600,Embezzlement,0,0
1600,"Stolen Property, Buy, Receive, Possess",0,0
1600,Vandalism,0,0
1600,"Weapons, Carry, Possess, etc.",0,0
1600,Prostitution Commercial Vice,0,0
1600,Sex Offenses (Except Rape Prosititution),0,0
1600,Drug Abuse Violations Grand Total,0,1
1600,(1) Sale/Manufacture Subtotal,0,0
1600,(2) Possession Subtotal,0,1
1600,Gambling Offenses,0,0
1600,Offenses Against Family Children,0,0
1600,Driving Under the Influence,0,0
1600,Liquor Laws,0,0
1600,Drunkenness,0,0
1600,Disorderly Conduct,0,0
1600,Vagrancy,0,0
1600,All Other Offenses (Except Traffic),0,0
1600,Suspicion,0,0
1600,Curfew Loitering Law Violation,0,0
1600,Run-Aways,0,0
1601,Murder and Nonegligent Manslaughter,0,0
1601,Forcible Rape,0,0
1601,Robbery,0,0
1601,Aggravated Assault,0,0
1601,Burglary,5,0
1601,Larceny-Theft,0,0
1601,Motor Vehicle Theft,0,0
1601,Manslaughter by Negligence,0,0
1601,Arson,0,0
1601,Other Assaults,3,0
1601,Forgery Counterfeiting,0,0
1601,Fraud,0,0
1601,Embezzlement,0,0
1601,"Stolen Property, Buy, Receive, Possess",0,0
1601,Vandalism,3,0
1601,"Weapons, Carry, Possess, etc.",0,0
1601,Prostitution Commercial Vice,0,0
1601,Sex Offenses (Except Rape Prosititution),0,0
1601,Drug Abuse Violations Grand Total,0,0
1601,(1) Sale/Manufacture Subtotal,0,0
1601,(2) Possession Subtotal,0,0
1601,Gambling Offenses,0,0
1601,Offenses Against Family Children,0,0
1601,Driving Under the Influence,1,0
1601,Liquor Laws,1,1
1601,Drunkenness,1,0
1601,Disorderly Conduct,0,0
1601,Vagrancy,0,0
1601,All Other Offenses (Except Traffic),2,0
1601,Suspicion,0,0
1601,Curfew Loitering Law Violation,0,0
1601,Run-Aways,0,0
1700,Murder and Nonegligent Manslaughter,0,0
1700,Forcible Rape,0,0
1700,Robbery,0,0
1700,Aggravated Assault,7,0
1700,Burglary,0,0
1700,Larceny-Theft,2,1
1700,Motor Vehicle Theft,0,0
1700,Manslaughter by Negligence,0,0
1700,Arson,0,0
1700,Other Assaults,9,0
1700,Forgery Counterfeiting,0,0
1700,Fraud,0,0
1700,Embezzlement,0,0
1700,"Stolen Property, Buy, Receive, Possess",1,0
1700,Vandalism,3,0
1700,"Weapons, Carry, Possess, etc.",0,0
1700,Prostitution Commercial Vice,0,0
1700,Sex Offenses (Except Rape Prosititution),0,0
1700,Drug Abuse Violations Grand Total,4,0
1700,(1) Sale/Manufacture Subtotal,0,0
1700,(2) Possession Subtotal,4,0
1700,Gambling Offenses,0,0
1700,Offenses Against Family Children,0,0
1700,Driving Under the Influence,1,0
1700,Liquor Laws,13,3
1700,Drunkenness,0,0
1700,Disorderly Conduct,0,0
1700,Vagrancy,0,0
1700,All Other Offenses (Except Traffic),4,0
1700,Suspicion,0,0
1700,Curfew Loitering Law Violation,0,0
1700,Run-Aways,0,0
1701,Murder and Nonegligent Manslaughter,0,0
1701,Forcible Rape,0,0
1701,Robbery,0,0
1701,Aggravated Assault,0,0
1701,Burglary,0,0
1701,Larceny-Theft,15,2
1701,Motor Vehicle Theft,3,0
1701,Manslaughter by Negligence,0,0
1701,Arson,0,0
1701,Other Assaults,5,1
1701,Forgery Counterfeiting,0,0
1701,Fraud,0,0
1701,Embezzlement,0,0
1701,"Stolen Property, Buy, Receive, Possess",1,0
1701,Vandalism,4,1
1701,"Weapons, Carry, Possess, etc.",0,0
1701,Prostitution Commercial Vice,0,0
1701,Sex Offenses (Except Rape Prosititution),0,0
1701,Drug Abuse Violations Grand Total,23,1
1701,(1) Sale/Manufacture Subtotal,0,0
1701,(2) Possession Subtotal,23,1
1701,Gambling Offenses,0,0
1701,Offenses Against Family Children,1,0
1701,Driving Under the Influence,0,0
1701,Liquor Laws,8,9
1701,Drunkenness,0,0
1701,Disorderly Conduct,3,0
1701,Vagrancy,0,0
1701,All Other Offenses (Except Traffic),20,16
1701,Suspicion,0,0
1701,Curfew Loitering Law Violation,8,6
1701,Run-Aways,0,0
1800,Murder and Nonegligent Manslaughter,0,0
1800,Forcible Rape,0,0
1800,Robbery,0,0
1800,Aggravated Assault,0,0
1800,Burglary,0,0
1800,Larceny-Theft,0,0
1800,Motor Vehicle Theft,0,0
1800,Manslaughter by Negligence,0,0
1800,Arson,0,0
1800,Other Assaults,0,0
1800,Forgery Counterfeiting,0,0
1800,Fraud,0,0
1800,Embezzlement,0,0
1800,"Stolen Property, Buy, Receive, Possess",0,0
1800,Vandalism,0,0
1800,"Weapons, Carry, Possess, etc.",0,0
1800,Prostitution Commercial Vice,0,0
1800,Sex Offenses (Except Rape Prosititution),0,0
1800,Drug Abuse Violations Grand Total,1,0
1800,(1) Sale/Manufacture Subtotal,0,0
1800,(2) Possession Subtotal,1,0
1800,Gambling Offenses,0,0
1800,Offenses Against Family Children,0,0
1800,Driving Under the Influence,1,0
1800,Liquor Laws,0,0
1800,Drunkenness,0,0
1800,Disorderly Conduct,0,0
1800,Vagrancy,0,0
1800,All Other Offenses (Except Traffic),1,2
1800,Suspicion,0,0
1800,Curfew Loitering Law Violation,0,0
1800,Run-Aways,0,0
1900,Murder and Nonegligent Manslaughter,0,0
1900,Forcible Rape,0,0
1900,Robbery,0,0
1900,Aggravated Assault,0,0
1900,Burglary,0,0
1900,Larceny-Theft,0,0
1900,Motor Vehicle Theft,0,0
1900,Manslaughter by Negligence,0,0
1900,Arson,0,0
1900,Other Assaults,0,0
1900,Forgery Counterfeiting,0,0
1900,Fraud,0,0
1900,Embezzlement,0,0
1900,"Stolen Property, Buy, Receive, Possess",0,0
1900,Vandalism,0,0
1900,"Weapons, Carry, Possess, etc.",0,0
1900,Prostitution Commercial Vice,0,0
1900,Sex Offenses (Except Rape Prosititution),0,0
1900,Drug Abuse Violations Grand Total,7,0
1900,(1) Sale/Manufacture Subtotal,0,0
1900,(2) Possession Subtotal,7,0
1900,Gambling Offenses,0,0
1900,Offenses Against Family Children,0,0
1900,Driving Under the Influence,0,1
1900,Liquor Laws,0,0
1900,Drunkenness,0,0
1900,Disorderly Conduct,0,0
1900,Vagrancy,0,0
1900,All Other Offenses (Except Traffic),5,1
1900,Suspicion,0,0
1900,Curfew Loitering Law Violation,0,0
1900,Run-Aways,0,0
1901,Murder and Nonegligent Manslaughter,0,0
1901,Forcible Rape,0,0
1901,Robbery,0,0
1901,Aggravated Assault,1,0
1901,Burglary,0,0
1901,Larceny-Theft,9,1
1901,Motor Vehicle Theft,0,1
1901,Manslaughter by Negligence,0,0
1901,Arson,3,0
1901,Other Assaults,10,0
1901,Forgery Counterfeiting,0,0
1901,Fraud,0,0
1901,Embezzlement,0,0
1901,"Stolen Property, Buy, Receive, Possess",0,0
1901,Vandalism,3,1
1901,"Weapons, Carry, Possess, etc.",4,0
1901,Prostitution Commercial Vice,0,0
1901,Sex Offenses (Except Rape Prosititution),1,0
1901,Drug Abuse Violations Grand Total,7,4
1901,(1) Sale/Manufacture Subtotal,3,0
1901,(2) Possession Subtotal,4,4
1901,Gambling Offenses,0,0
1901,Offenses Against Family Children,1,0
1901,Driving Under the Influence,0,0
1901,Liquor Laws,17,8
1901,Drunkenness,0,0
1901,Disorderly Conduct,6,0
1901,Vagrancy,0,0
1901,All Other Offenses (Except Traffic),19,16
1901,Suspicion,0,0
1901,Curfew Loitering Law Violation,6,3
1901,Run-Aways,0,0
1902,Murder and Nonegligent Manslaughter,0,0
1902,Forcible Rape,1,0
1902,Robbery,0,0
1902,Aggravated Assault,1,0
1902,Burglary,1,0
1902,Larceny-Theft,6,7
1902,Motor Vehicle Theft,0,0
1902,Manslaughter by Negligence,0,0
1902,Arson,1,0
1902,Other Assaults,4,4
1902,Forgery Counterfeiting,0,0
1902,Fraud,0,0
1902,Embezzlement,0,0
1902,"Stolen Property, Buy, Receive, Possess",0,0
1902,Vandalism,2,1
1902,"Weapons, Carry, Possess, etc.",0,0
1902,Prostitution Commercial Vice,0,0
1902,Sex Offenses (Except Rape Prosititution),0,0
1902,Drug Abuse Violations Grand Total,6,0
1902,(1) Sale/Manufacture Subtotal,0,0
1902,(2) Possession Subtotal,6,0
1902,Gambling Offenses,0,0
1902,Offenses Against Family Children,0,0
1902,Driving Under the Influence,3,1
1902,Liquor Laws,5,6
1902,Drunkenness,0,0
1902,Disorderly Conduct,5,7
1902,Vagrancy,0,0
1902,All Other Offenses (Except Traffic),12,2
1902,Suspicion,3,1
1902,Curfew Loitering Law Violation,0,0
1902,Run-Aways,0,0
2001,Murder and Nonegligent Manslaughter,0,0
2001,Forcible Rape,0,0
2001,Robbery,0,0
2001,Aggravated Assault,1,0
2001,Burglary,0,0
2001,Larceny-Theft,3,3
2001,Motor Vehicle Theft,0,0
2001,Manslaughter by Negligence,0,0
2001,Arson,0,0
2001,Other Assaults,0,1
2001,Forgery Counterfeiting,0,0
2001,Fraud,0,0
2001,Embezzlement,0,0
2001,"Stolen Property, Buy, Receive, Possess",0,0
2001,Vandalism,0,0
2001,"Weapons, Carry, Possess, etc.",0,0
2001,Prostitution Commercial Vice,0,0
2001,Sex Offenses (Except Rape Prosititution),0,0
2001,Drug Abuse Violations Grand Total,4,1
2001,(1) Sale/Manufacture Subtotal,1,1
2001,(2) Possession Subtotal,3,0
2001,Gambling Offenses,0,0
2001,Offenses Against Family Children,0,0
2001,Driving Under the Influence,0,0
2001,Liquor Laws,2,1
2001,Drunkenness,0,0
2001,Disorderly Conduct,0,0
2001,Vagrancy,0,0
2001,All Other Offenses (Except Traffic),3,1
2001,Suspicion,0,0
2001,Curfew Loitering Law Violation,0,0
2001,Run-Aways,0,0
2101,Murder and Nonegligent Manslaughter,0,0
2101,Forcible Rape,0,0
2101,Robbery,0,0
2101,Aggravated Assault,1,0
2101,Burglary,0,0
2101,Larceny-Theft,14,1
2101,Motor Vehicle Theft,3,2
2101,Manslaughter by Negligence,0,0
2101,Arson,0,0
2101,Other Assaults,5,2
2101,Forgery Counterfeiting,0,0
2101,Fraud,0,0
2101,Embezzlement,0,0
2101,"Stolen Property, Buy, Receive, Possess",0,0
2101,Vandalism,1,0
2101,"Weapons, Carry, Possess, etc.",0,0
2101,Prostitution Commercial Vice,0,0
2101,Sex Offenses (Except Rape Prosititution),0,0
2101,Drug Abuse Violations Grand Total,1,3
2101,(1) Sale/Manufacture Subtotal,1,1
2101,(2) Possession Subtotal,0,2
2101,Gambling Offenses,0,0
2101,Offenses Against Family Children,0,0
2101,Driving Under the Influence,1,0
2101,Liquor Laws,4,2
2101,Drunkenness,2,2
2101,Disorderly Conduct,3,1
2101,Vagrancy,0,0
2101,All Other Offenses (Except Traffic),28,8
2101,Suspicion,0,0
2101,Curfew Loitering Law Violation,4,1
2101,Run-Aways,0,0
2200,Murder and Nonegligent Manslaughter,0,0
2200,Forcible Rape,0,0
2200,Robbery,0,0
2200,Aggravated Assault,0,0
2200,Burglary,0,0
2200,Larceny-Theft,0,0
2200,Motor Vehicle Theft,0,0
2200,Manslaughter by Negligence,0,0
2200,Arson,0,0
2200,Other Assaults,0,0
2200,Forgery Counterfeiting,0,0
2200,Fraud,0,0
2200,Embezzlement,0,0
2200,"Stolen Property, Buy, Receive, Possess",0,0
2200,Vandalism,0,0
2200,"Weapons, Carry, Possess, etc.",0,0
2200,Prostitution Commercial Vice,0,0
2200,Sex Offenses (Except Rape Prosititution),0,0
2200,Drug Abuse Violations Grand Total,0,0
2200,(1) Sale/Manufacture Subtotal,0,0
2200,(2) Possession Subtotal,0,0
2200,Gambling Offenses,0,0
2200,Offenses Against Family Children,0,0
2200,Driving Under the Influence,0,0
2200,Liquor Laws,1,0
2200,Drunkenness,0,0
2200,Disorderly Conduct,0,0
2200,Vagrancy,0,0
2200,All Other Offenses (Except Traffic),4,0
2200,Suspicion,0,0
2200,Curfew Loitering Law Violation,0,0
2200,Run-Aways,0,0
2201,Murder and Nonegligent Manslaughter,0,0
2201,Forcible Rape,0,0
2201,Robbery,0,0
2201,Aggravated Assault,0,0
2201,Burglary,6,0
2201,Larceny-Theft,0,1
2201,Motor Vehicle Theft,0,0
2201,Manslaughter by Negligence,0,0
2201,Arson,0,0
2201,Other Assaults,2,0
2201,Forgery Counterfeiting,0,0
2201,Fraud,0,0
2201,Embezzlement,0,0
2201,"Stolen Property, Buy, Receive, Possess",0,0
2201,Vandalism,0,0
2201,"Weapons, Carry, Possess, etc.",0,0
2201,Prostitution Commercial Vice,0,0
2201,Sex Offenses (Except Rape Prosititution),0,0
2201,Drug Abuse Violations Grand Total,0,0
2201,(1) Sale/Manufacture Subtotal,0,0
2201,(2) Possession Subtotal,0,0
2201,Gambling Offenses,0,0
2201,Offenses Against Family Children,0,0
2201,Driving Under the Influence,0,0
2201,Liquor Laws,2,2
2201,Drunkenness,0,0
2201,Disorderly Conduct,2,0
2201,Vagrancy,0,0
2201,All Other Offenses (Except Traffic),2,0
2201,Suspicion,0,0
2201,Curfew Loitering Law Violation,0,0
2201,Run-Aways,0,0
2300,Murder and Nonegligent Manslaughter,0,0
2300,Forcible Rape,0,0
2300,Robbery,0,0
2300,Aggravated Assault,0,0
2300,Burglary,0,0
2300,Larceny-Theft,0,0
2300,Motor Vehicle Theft,0,0
2300,Manslaughter by Negligence,0,0
2300,Arson,0,0
2300,Other Assaults,0,1
2300,Forgery Counterfeiting,0,0
2300,Fraud,0,0
2300,Embezzlement,0,0
2300,"Stolen Property, Buy, Receive, Possess",0,0
2300,Vandalism,0,0
2300,"Weapons, Carry, Possess, etc.",0,0
2300,Prostitution Commercial Vice,0,0
2300,Sex Offenses (Except Rape Prosititution),0,0
2300,Drug Abuse Violations Grand Total,0,0
2300,(1) Sale/Manufacture Subtotal,0,0
2300,(2) Possession Subtotal,0,0
2300,Gambling Offenses,0,0
2300,Offenses Against Family Children,0,0
2300,Driving Under the Influence,0,0
2300,Liquor Laws,5,3
2300,Drunkenness,0,0
2300,Disorderly Conduct,0,0
2300,Vagrancy,0,0
2300,All Other Offenses (Except Traffic),0,0
2300,Suspicion,0,0
2300,Curfew Loitering Law Violation,0,0
2300,Run-Aways,0,0
2301,Murder and Nonegligent Manslaughter,0,0
2301,Forcible Rape,0,0
2301,Robbery,0,0
2301,Aggravated Assault,0,0
2301,Burglary,0,0
2301,Larceny-Theft,8,1
2301,Motor Vehicle Theft,0,1
2301,Manslaughter by Negligence,0,0
2301,Arson,1,0
2301,Other Assaults,2,1
2301,Forgery Counterfeiting,0,0
2301,Fraud,0,0
2301,Embezzlement,0,0
2301,"Stolen Property, Buy, Receive, Possess",0,0
2301,Vandalism,0,0
2301,"Weapons, Carry, Possess, etc.",1,0
2301,Prostitution Commercial Vice,0,0
2301,Sex Offenses (Except Rape Prosititution),0,0
2301,Drug Abuse Violations Grand Total,0,1
2301,(1) Sale/Manufacture Subtotal,0,0
2301,(2) Possession Subtotal,0,1
2301,Gambling Offenses,0,0
2301,Offenses Against Family Children,0,0
2301,Driving Under the Influence,0,0
2301,Liquor Laws,4,3
2301,Drunkenness,0,0
2301,Disorderly Conduct,2,1
2301,Vagrancy,0,0
2301,All Other Offenses (Except Traffic),8,4
2301,Suspicion,0,0
2301,Curfew Loitering Law Violation,0,0
2301,Run-Aways,0,0
