"Easy Access to Juvenile Populations"
"Table:    Fremont County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2015"

"counts","White","Black","American Indian","Asian","Total",
"0","376","8","168","4","556",
"1","355","9","240","1","605",
"2","329","7","243","3","582",
"3","340","5","250","2","597",
"4","350","12","256","6","624",
"5","374","5","222","4","605",
"6","389","6","211","2","608",
"7","378","4","231","3","616",
"8","404","7","198","4","613",
"9","364","6","235","1","606",
"10","339","9","218","4","570",
"11","338","5","216","6","565",
"12","349","2","199","3","553",
"13","339","8","200","3","550",
"14","329","7","180","3","519",
"15","336","6","168","0","510",
"16","348","6","160","1","515",
"17","350","6","184","4","544",
"18 to 20","920","10","426","8","1364",
"21 to 24","1272","10","578","10","1870",
"25 & over","21925","169","4537","152","26783",
"Total","30504","307","9320","224","40355",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
