"Easy Access to Juvenile Populations"
"Table:    Uinta County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1990"

"counts","White","Black","American Indian","Asian","Total",
"0","356","1","1","0","358",
"1","377","1","2","1","381",
"2","333","1","2","0","336",
"3","346","1","0","3","350",
"4","378","3","2","4","387",
"5","418","3","1","1","423",
"6","462","2","1","3","468",
"7","447","0","7","3","457",
"8","448","1","1","0","450",
"9","456","0","2","5","463",
"10","466","2","4","4","476",
"11","446","0","3","0","449",
"12","424","0","3","0","427",
"13","432","0","4","2","438",
"14","410","0","2","0","412",
"15","399","1","6","0","406",
"16","385","0","3","2","390",
"17","337","0","2","1","340",
"18 to 20","647","0","3","4","654",
"21 to 24","671","0","11","0","682",
"25 & over","9801","4","60","26","9891",
"Total","18439","20","120","59","18638",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
