"Easy Access to Juvenile Populations"
"Table:    Big Horn County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2003"

"counts","White","Black","American Indian","Asian","Total",
"0","140","0","2","0","142",
"1","136","0","2","1","139",
"2","136","0","1","0","137",
"3","163","0","2","0","165",
"4","145","1","1","0","147",
"5","157","2","1","0","160",
"6","138","0","2","2","142",
"7","153","0","0","1","154",
"8","170","0","1","0","171",
"9","148","0","2","0","150",
"10","165","0","4","0","169",
"11","179","2","2","0","183",
"12","205","0","3","1","209",
"13","183","0","3","2","188",
"14","174","1","4","1","180",
"15","212","1","1","2","216",
"16","193","2","1","1","197",
"17","181","1","2","2","186",
"18 to 20","393","2","6","1","402",
"21 to 24","402","3","4","0","409",
"25 & over","7140","7","60","20","7227",
"Total","10913","22","104","34","11073",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
