"Easy Access to Juvenile Populations"
"Table:    Platte County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2016"

"counts","White","Black","American Indian","Asian","Total",
"0","80","2","0","2","84",
"1","86","1","0","2","89",
"2","81","3","1","1","86",
"3","80","1","2","2","85",
"4","115","5","2","1","123",
"5","86","2","0","1","89",
"6","80","2","1","1","84",
"7","101","2","2","1","106",
"8","90","1","1","0","92",
"9","95","3","0","3","101",
"10","93","1","0","1","95",
"11","98","2","0","0","100",
"12","91","0","0","0","91",
"13","99","1","2","2","104",
"14","106","0","2","0","108",
"15","97","2","0","0","99",
"16","98","1","3","0","102",
"17","104","0","0","0","104",
"18 to 20","229","5","3","7","244",
"21 to 24","325","2","8","5","340",
"25 & over","6215","55","48","36","6354",
"Total","8449","91","75","65","8680",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
