"Easy Access to Juvenile Populations"
"Table:    Natrona County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1996"

"counts","White","Black","American Indian","Asian","Total",
"0","832","13","11","2","858",
"1","864","11","7","9","891",
"2","814","10","13","2","839",
"3","855","17","15","10","897",
"4","886","13","12","6","917",
"5","903","12","13","3","931",
"6","950","18","11","1","980",
"7","920","17","9","8","954",
"8","933","14","10","3","960",
"9","956","18","13","7","994",
"10","1073","19","10","6","1108",
"11","1060","11","11","5","1087",
"12","1044","16","12","6","1078",
"13","1087","12","19","10","1128",
"14","1071","11","16","5","1103",
"15","1125","17","16","9","1167",
"16","1060","12","9","4","1085",
"17","1068","11","8","4","1091",
"18 to 20","3023","48","36","20","3127",
"21 to 24","3139","36","37","15","3227",
"25 & over","40645","264","351","177","41437",
"Total","64308","600","639","312","65859",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
