"Easy Access to Juvenile Populations"
"Table:    Weston County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2016"
"    Ethnicity = Non Hispanic"

"counts","White","Black","American Indian","Asian","Total",
"0","61","2","0","0","63",
"1","68","1","1","0","70",
"2","87","1","1","0","89",
"3","85","1","1","0","87",
"4","92","2","1","0","95",
"5","76","1","0","1","78",
"6","85","0","2","1","88",
"7","70","1","0","0","71",
"8","73","0","0","0","73",
"9","71","2","1","0","74",
"10","87","1","2","0","90",
"11","96","0","2","0","98",
"12","96","2","2","0","100",
"13","83","1","2","2","88",
"14","75","2","3","1","81",
"15","77","0","1","0","78",
"16","65","1","0","1","67",
"17","74","0","1","0","75",
"18 to 20","191","4","3","1","199",
"21 to 24","277","11","9","1","298",
"25 & over","4850","38","65","34","4987",
"Total","6739","71","97","42","6949",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
