"Easy Access to Juvenile Populations"
"Table:    Weston County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1990"

"counts","White","Black","American Indian","Asian","Total",
"0","80","0","2","0","82",
"1","81","0","0","0","81",
"2","88","0","2","0","90",
"3","87","0","1","0","88",
"4","95","0","2","0","97",
"5","108","0","0","0","108",
"6","108","0","0","0","108",
"7","124","0","0","0","124",
"8","122","0","0","0","122",
"9","136","0","6","0","142",
"10","125","0","5","0","130",
"11","129","0","1","0","130",
"12","115","0","0","0","115",
"13","125","0","0","0","125",
"14","101","0","0","0","101",
"15","121","0","0","0","121",
"16","88","0","0","0","88",
"17","85","0","2","0","87",
"18 to 20","192","0","12","0","204",
"21 to 24","214","0","6","0","220",
"25 & over","4109","0","29","5","4143",
"Total","6433","0","68","5","6506",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
