"Easy Access to Juvenile Populations"
"Table:    Big Horn County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1994"

"counts","White","Black","American Indian","Asian","Total",
"0","147","0","0","0","147",
"1","141","0","2","0","143",
"2","162","0","0","0","162",
"3","152","0","0","0","152",
"4","157","0","3","0","160",
"5","153","0","5","2","160",
"6","160","0","0","0","160",
"7","170","0","0","0","170",
"8","176","0","0","0","176",
"9","210","0","0","0","210",
"10","194","0","3","2","199",
"11","192","0","1","0","193",
"12","226","0","2","0","228",
"13","208","0","0","0","208",
"14","218","0","0","1","219",
"15","189","0","3","0","192",
"16","207","0","0","0","207",
"17","207","0","3","3","213",
"18 to 20","358","0","7","0","365",
"21 to 24","387","0","0","0","387",
"25 & over","6859","0","30","10","6899",
"Total","10873","0","59","18","10950",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
