"Easy Access to Juvenile Populations"
"Table:    Johnson County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2005"

"counts","White","Black","American Indian","Asian","Total",
"0","88","0","4","0","92",
"1","87","1","2","1","91",
"2","61","0","2","0","63",
"3","68","1","2","0","71",
"4","89","2","2","0","93",
"5","77","0","3","1","81",
"6","86","1","2","0","89",
"7","86","0","1","0","87",
"8","90","0","0","0","90",
"9","73","0","1","0","74",
"10","118","1","1","0","120",
"11","91","0","1","0","92",
"12","108","0","1","0","109",
"13","105","0","0","0","105",
"14","102","1","2","0","105",
"15","125","2","1","0","128",
"16","99","2","1","1","103",
"17","103","0","0","0","103",
"18 to 20","228","0","4","2","234",
"21 to 24","270","2","5","3","280",
"25 & over","5420","8","36","11","5475",
"Total","7574","21","71","19","7685",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
