"Easy Access to Juvenile Populations"
"Table:    Campbell County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1994"

"counts","White","Black","American Indian","Asian","Total",
"0","450","0","5","2","457",
"1","484","2","11","2","499",
"2","509","2","6","0","517",
"3","491","0","8","0","499",
"4","539","2","6","0","547",
"5","539","0","11","0","550",
"6","553","0","6","1","560",
"7","563","0","8","0","571",
"8","571","3","5","1","580",
"9","625","0","12","7","644",
"10","619","5","10","6","640",
"11","628","0","10","0","638",
"12","674","0","15","4","693",
"13","657","0","15","3","675",
"14","664","0","7","0","671",
"15","635","1","8","4","648",
"16","597","2","7","1","607",
"17","579","1","10","3","593",
"18 to 20","1141","1","11","0","1153",
"21 to 24","1376","3","31","9","1419",
"25 & over","17461","15","148","50","17674",
"Total","30355","37","350","93","30835",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
