"Easy Access to Juvenile Populations"
"Table:    Campbell County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1991"

"counts","White","Black","American Indian","Asian","Total",
"0","468","0","9","2","479",
"1","521","4","9","2","536",
"2","520","1","7","0","528",
"3","523","0","7","0","530",
"4","571","2","7","0","580",
"5","595","0","8","0","603",
"6","634","0","4","2","640",
"7","622","0","12","0","634",
"8","619","1","7","1","628",
"9","652","0","13","6","671",
"10","663","4","11","6","684",
"11","625","0","9","0","634",
"12","633","0","18","3","654",
"13","600","0","8","2","610",
"14","587","0","3","0","590",
"15","546","1","6","6","559",
"16","537","4","4","2","547",
"17","509","2","9","2","522",
"18 to 20","1024","1","14","0","1039",
"21 to 24","1158","4","28","6","1196",
"25 & over","16749","12","155","46","16962",
"Total","29356","36","348","86","29826",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
