"Easy Access to Juvenile Populations"
"Table:    Campbell County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2003"

"counts","White","Black","American Indian","Asian","Total",
"0","537","5","13","3","558",
"1","495","6","18","7","526",
"2","524","6","17","2","549",
"3","553","6","14","1","574",
"4","551","5","8","4","568",
"5","595","3","7","0","605",
"6","531","6","9","3","549",
"7","531","6","8","3","548",
"8","514","5","6","3","528",
"9","577","5","9","3","594",
"10","574","4","12","4","594",
"11","585","2","10","5","602",
"12","636","5","7","2","650",
"13","610","3","17","1","631",
"14","608","6","8","2","624",
"15","622","2","11","2","637",
"16","672","2","10","3","687",
"17","662","4","10","4","680",
"18 to 20","1594","14","27","8","1643",
"21 to 24","2097","9","41","14","2161",
"25 & over","21668","55","232","123","22078",
"Total","35736","159","494","197","36586",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
