"Easy Access to Juvenile Populations"
"Table:    Teton County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2011"

"counts","White","Black","American Indian","Asian","Total",
"0","254","2","2","4","262",
"1","266","2","5","2","275",
"2","263","3","4","1","271",
"3","263","6","3","4","276",
"4","257","2","2","4","265",
"5","227","2","4","3","236",
"6","230","3","5","4","242",
"7","223","3","2","4","232",
"8","221","2","2","8","233",
"9","199","4","3","4","210",
"10","189","0","2","4","195",
"11","209","0","5","8","222",
"12","191","0","3","2","196",
"13","199","1","4","6","210",
"14","219","2","1","4","226",
"15","179","0","2","4","185",
"16","207","3","4","7","221",
"17","216","0","1","2","219",
"18 to 20","441","10","9","3","463",
"21 to 24","961","8","12","23","1004",
"25 & over","15405","69","158","199","15831",
"Total","20819","122","233","300","21474",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
