"Easy Access to Juvenile Populations"
"Table:    Sweetwater County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2016"

"counts","White","Black","American Indian","Asian","Total",
"0","543","14","15","13","585",
"1","604","20","5","7","636",
"2","586","16","26","7","635",
"3","647","15","8","9","679",
"4","539","17","13","3","572",
"5","616","10","11","7","644",
"6","637","19","16","6","678",
"7","695","17","14","6","732",
"8","682","18","13","9","722",
"9","677","13","15","3","708",
"10","711","12","12","2","737",
"11","632","14","16","4","666",
"12","638","13","10","10","671",
"13","636","12","13","10","671",
"14","617","15","13","4","649",
"15","596","13","7","9","625",
"16","611","10","11","7","639",
"17","590","13","11","3","617",
"18 to 20","1573","32","39","24","1668",
"21 to 24","1996","58","40","27","2121",
"25 & over","27347","428","445","290","28510",
"Total","42173","779","753","460","44165",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
