"Easy Access to Juvenile Populations"
"Table:    Sweetwater County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2002"

"counts","White","Black","American Indian","Asian","Total",
"0","540","10","20","2","572",
"1","512","15","13","2","542",
"2","504","9","10","1","524",
"3","510","9","11","5","535",
"4","491","9","11","1","512",
"5","489","9","12","3","513",
"6","459","4","9","2","474",
"7","452","6","10","4","472",
"8","524","8","6","2","540",
"9","510","11","9","5","535",
"10","582","8","9","1","600",
"11","595","6","14","2","617",
"12","552","6","8","1","567",
"13","574","8","10","2","594",
"14","602","10","8","3","623",
"15","661","10","6","2","679",
"16","666","8","7","5","686",
"17","651","7","8","5","671",
"18 to 20","1890","19","22","26","1957",
"21 to 24","2013","24","34","35","2106",
"25 & over","22439","200","260","210","23109",
"Total","36216","396","497","319","37428",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
