"Easy Access to Juvenile Populations"
"Table:    Goshen County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2013"

"counts","White","Black","American Indian","Asian","Total",
"0","134","2","11","1","148",
"1","132","2","3","1","138",
"2","114","3","0","0","117",
"3","147","1","2","1","151",
"4","156","2","4","2","164",
"5","129","5","0","3","137",
"6","156","4","4","0","164",
"7","125","3","1","1","130",
"8","123","1","1","0","125",
"9","146","1","0","3","150",
"10","129","1","4","3","137",
"11","140","0","1","2","143",
"12","159","1","2","1","163",
"13","162","2","2","1","167",
"14","160","1","0","1","162",
"15","168","4","4","1","177",
"16","169","1","3","2","175",
"17","145","2","1","1","149",
"18 to 20","579","17","12","4","612",
"21 to 24","785","15","13","5","818",
"25 & over","9191","102","78","49","9420",
"Total","13149","170","146","82","13547",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
