"Easy Access to Juvenile Populations"
"Table:    Campbell County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2016"
"    Sex = Female"

"counts","White","Black","American Indian","Asian","Total",
"0","343","6","10","5","364",
"1","373","5","8","1","387",
"2","383","7","7","1","398",
"3","335","6","16","6","363",
"4","367","13","6","5","391",
"5","344","3","6","5","358",
"6","404","6","7","2","419",
"7","407","5","9","4","425",
"8","419","6","10","1","436",
"9","392","6","7","0","405",
"10","368","3","6","2","379",
"11","374","2","8","3","387",
"12","357","4","6","4","371",
"13","307","4","9","2","322",
"14","307","2","7","0","316",
"15","317","4","6","2","329",
"16","334","2","7","8","351",
"17","312","2","6","2","322",
"18 to 20","685","10","17","1","713",
"21 to 24","1133","12","32","8","1185",
"25 & over","14436","86","206","145","14873",
"Total","22697","194","396","207","23494",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
