"Easy Access to Juvenile Populations"
"Table:    Albany County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2012"

"counts","White","Black","American Indian","Asian","Total",
"0","410","10","7","25","452",
"1","379","15","2","15","411",
"2","349","15","5","7","376",
"3","376","18","4","10","408",
"4","362","18","6","10","396",
"5","360","9","7","12","388",
"6","332","10","3","7","352",
"7","322","6","8","10","346",
"8","312","12","6","6","336",
"9","255","5","3","6","269",
"10","275","12","7","11","305",
"11","299","8","4","11","322",
"12","254","5","6","5","270",
"13","251","7","3","6","267",
"14","276","11","2","11","300",
"15","300","6","4","14","324",
"16","282","6","4","10","302",
"17","307","19","4","7","337",
"18 to 20","3842","89","27","126","4084",
"21 to 24","6556","166","105","274","7101",
"25 & over","18772","338","222","686","20018",
"Total","34871","785","439","1269","37364",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
