"Easy Access to Juvenile Populations"
"Table:    Albany County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1996"

"counts","White","Black","American Indian","Asian","Total",
"0","351","6","3","10","370",
"1","325","21","4","17","367",
"2","339","4","4","10","357",
"3","329","0","3","5","337",
"4","325","8","5","11","349",
"5","338","1","2","4","345",
"6","318","8","9","2","337",
"7","338","5","5","7","355",
"8","316","9","3","3","331",
"9","340","7","8","8","363",
"10","349","2","7","3","361",
"11","342","6","4","6","358",
"12","347","8","4","11","370",
"13","374","7","8","9","398",
"14","365","0","7","4","376",
"15","371","3","7","4","385",
"16","385","0","7","2","394",
"17","381","5","1","4","391",
"18 to 20","4016","60","33","43","4152",
"21 to 24","4701","73","37","106","4917",
"25 & over","16652","113","137","364","17266",
"Total","31602","346","298","633","32879",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
