"Easy Access to Juvenile Populations"
"Table:    Park County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1991"

"counts","White","Black","American Indian","Asian","Total",
"0","295","0","1","1","297",
"1","336","0","7","0","343",
"2","316","0","1","3","320",
"3","327","0","0","0","327",
"4","347","0","1","1","349",
"5","356","1","2","5","364",
"6","374","0","0","1","375",
"7","366","0","3","1","370",
"8","383","0","2","1","386",
"9","396","0","2","1","399",
"10","386","0","9","0","395",
"11","405","0","0","6","411",
"12","392","0","4","1","397",
"13","359","1","1","1","362",
"14","361","1","0","1","363",
"15","342","1","3","0","346",
"16","350","0","4","3","357",
"17","339","0","1","0","340",
"18 to 20","1181","0","13","11","1205",
"21 to 24","877","0","2","15","894",
"25 & over","14589","8","57","49","14703",
"Total","23077","12","113","101","23303",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
