"Easy Access to Juvenile Populations"
"Table:    Sublette County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1997"

"counts","White","Black","American Indian","Asian","Total",
"0","63","0","0","0","63",
"1","71","0","2","2","75",
"2","64","0","0","0","64",
"3","73","0","0","0","73",
"4","72","0","0","0","72",
"5","66","0","1","0","67",
"6","82","0","0","0","82",
"7","82","0","0","0","82",
"8","79","0","2","0","81",
"9","77","0","0","0","77",
"10","83","0","4","0","87",
"11","104","0","0","0","104",
"12","98","0","0","0","98",
"13","107","0","0","0","107",
"14","95","0","0","0","95",
"15","95","0","0","0","95",
"16","96","0","0","0","96",
"17","92","0","0","0","92",
"18 to 20","161","0","0","0","161",
"21 to 24","192","0","2","0","194",
"25 & over","3800","2","15","2","3819",
"Total","5652","2","26","4","5684",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
