"Easy Access to Juvenile Populations"
"Table:    Carbon County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2009"

"counts","White","Black","American Indian","Asian","Total",
"0","229","3","3","4","239",
"1","227","4","2","0","233",
"2","211","1","0","4","216",
"3","232","4","2","1","239",
"4","213","5","2","2","222",
"5","197","8","3","3","211",
"6","220","4","0","1","225",
"7","168","4","1","0","173",
"8","207","1","5","2","215",
"9","179","10","5","2","196",
"10","221","2","5","2","230",
"11","215","2","6","0","223",
"12","172","0","2","1","175",
"13","199","2","3","2","206",
"14","191","0","5","2","198",
"15","177","0","9","1","187",
"16","215","4","1","1","221",
"17","177","0","4","1","182",
"18 to 20","473","7","6","4","490",
"21 to 24","750","10","16","10","786",
"25 & over","10582","89","145","94","10910",
"Total","15455","160","225","137","15977",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
