"Easy Access to Juvenile Populations"
"Table:    Campbell County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2012"

"counts","White","Black","American Indian","Asian","Total",
"0","740","12","17","7","776",
"1","663","16","24","5","708",
"2","836","9","19","9","873",
"3","781","9","23","5","818",
"4","846","7","14","1","868",
"5","798","10","22","1","831",
"6","782","7","15","3","807",
"7","742","7","13","4","766",
"8","745","10","14","4","773",
"9","670","7","19","7","703",
"10","644","11","15","2","672",
"11","692","9","15","3","719",
"12","706","5","17","8","736",
"13","670","6","12","4","692",
"14","678","8","12","2","700",
"15","637","5","13","2","657",
"16","626","6","13","5","650",
"17","629","6","8","5","648",
"18 to 20","1578","61","62","10","1711",
"21 to 24","2639","54","51","26","2770",
"25 & over","29073","261","440","220","29994",
"Total","46175","526","838","333","47872",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
