"Easy Access to Juvenile Populations"
"Table:    Sheridan County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2008"

"counts","White","Black","American Indian","Asian","Total",
"0","338","3","4","1","346",
"1","352","1","6","2","361",
"2","312","2","4","2","320",
"3","322","3","12","5","342",
"4","337","5","6","4","352",
"5","345","2","5","2","354",
"6","295","3","10","0","308",
"7","328","3","11","4","346",
"8","356","0","3","2","361",
"9","285","4","4","1","294",
"10","329","3","7","2","341",
"11","332","4","8","3","347",
"12","321","3","9","1","334",
"13","321","3","2","2","328",
"14","328","1","11","4","344",
"15","416","6","14","4","440",
"16","342","5","23","2","372",
"17","392","4","18","2","416",
"18 to 20","1051","15","23","16","1105",
"21 to 24","1180","15","21","18","1234",
"25 & over","19408","62","213","137","19820",
"Total","27690","147","414","214","28465",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
