"Easy Access to Juvenile Populations"
"Table:    Sublette County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2009"

"counts","White","Black","American Indian","Asian","Total",
"0","146","0","0","0","146",
"1","173","5","2","1","181",
"2","147","0","2","1","150",
"3","124","1","2","0","127",
"4","112","0","2","2","116",
"5","139","0","1","0","140",
"6","118","0","1","1","120",
"7","133","1","1","0","135",
"8","120","0","1","2","123",
"9","130","0","0","1","131",
"10","135","1","1","0","137",
"11","127","0","3","1","131",
"12","122","2","1","1","126",
"13","110","0","2","0","112",
"14","120","0","1","0","121",
"15","127","2","3","2","134",
"16","125","1","4","0","130",
"17","124","1","4","0","129",
"18 to 20","280","3","8","4","295",
"21 to 24","418","3","4","13","438",
"25 & over","6876","47","61","28","7012",
"Total","9906","67","104","57","10134",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
