"Easy Access to Juvenile Populations"
"Table:    Fremont County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2013"

"counts","White","Black","American Indian","Asian","Total",
"0","330","12","220","2","564",
"1","332","10","265","0","607",
"2","343","15","264","5","627",
"3","368","8","238","6","620",
"4","401","5","220","3","629",
"5","380","6","239","5","630",
"6","417","7","198","2","624",
"7","383","3","248","1","635",
"8","373","4","234","4","615",
"9","349","4","219","4","576",
"10","350","3","205","2","560",
"11","354","6","194","2","556",
"12","338","8","178","3","527",
"13","334","6","172","0","512",
"14","345","4","163","3","515",
"15","349","4","184","3","540",
"16","346","5","166","3","520",
"17","383","5","161","4","553",
"18 to 20","984","27","448","9","1468",
"21 to 24","1367","30","593","9","1999",
"25 & over","22218","276","4473","166","27133",
"Total","31044","448","9282","236","41010",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
