"Easy Access to Juvenile Populations"
"Table:    Uinta County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1996"

"counts","White","Black","American Indian","Asian","Total",
"0","326","0","2","0","328",
"1","346","2","5","1","354",
"2","328","0","1","0","329",
"3","319","0","0","4","323",
"4","361","2","2","3","368",
"5","340","3","3","1","347",
"6","398","2","2","3","405",
"7","355","0","6","3","364",
"8","359","2","1","0","362",
"9","388","0","3","4","395",
"10","436","2","4","5","447",
"11","426","0","3","0","429",
"12","456","0","6","0","462",
"13","465","0","4","2","471",
"14","470","0","5","0","475",
"15","452","2","4","0","458",
"16","492","0","6","3","501",
"17","436","0","2","1","439",
"18 to 20","815","0","4","5","824",
"21 to 24","834","0","12","0","846",
"25 & over","10908","5","68","28","11009",
"Total","19710","20","143","63","19936",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
