"Easy Access to Juvenile Populations"
"Table:    Uinta County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1997"

"counts","White","Black","American Indian","Asian","Total",
"0","325","0","2","0","327",
"1","345","1","5","3","354",
"2","322","0","1","0","323",
"3","317","0","0","3","320",
"4","356","2","2","3","363",
"5","328","6","3","2","339",
"6","376","2","2","2","382",
"7","357","0","6","3","366",
"8","354","2","1","0","357",
"9","366","0","3","4","373",
"10","417","1","6","5","429",
"11","402","1","4","0","407",
"12","458","1","6","0","465",
"13","442","1","3","3","449",
"14","464","1","5","0","470",
"15","452","2","4","0","458",
"16","484","0","7","4","495",
"17","456","0","2","1","459",
"18 to 20","838","0","4","5","847",
"21 to 24","837","0","10","0","847",
"25 & over","10995","6","71","33","11105",
"Total","19691","26","147","71","19935",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
