"Easy Access to Juvenile Populations"
"Table:    Carbon County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2007"

"counts","White","Black","American Indian","Asian","Total",
"0","208","4","6","7","225",
"1","201","4","2","0","207",
"2","200","1","1","1","203",
"3","191","3","3","2","199",
"4","186","4","2","3","195",
"5","180","6","7","3","196",
"6","191","4","3","1","199",
"7","156","3","3","0","162",
"8","194","1","4","3","202",
"9","194","4","5","2","205",
"10","200","2","3","2","207",
"11","156","2","5","1","164",
"12","165","1","1","1","168",
"13","180","2","4","2","188",
"14","190","1","4","3","198",
"15","182","0","6","1","189",
"16","213","3","2","3","221",
"17","195","0","5","1","201",
"18 to 20","487","5","6","4","502",
"21 to 24","762","11","15","7","795",
"25 & over","10355","83","140","90","10668",
"Total","14986","144","227","137","15494",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
