"Easy Access to Juvenile Populations"
"Table:    Converse County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2011"

"counts","White","Black","American Indian","Asian","Total",
"0","157","4","2","0","163",
"1","197","3","4","2","206",
"2","178","4","1","1","184",
"3","193","3","1","0","197",
"4","201","3","1","2","207",
"5","185","6","4","0","195",
"6","197","2","5","1","205",
"7","179","2","3","0","184",
"8","174","3","2","1","180",
"9","183","3","4","1","191",
"10","187","2","0","1","190",
"11","190","4","1","1","196",
"12","192","5","2","1","200",
"13","171","5","3","0","179",
"14","173","2","4","1","180",
"15","183","6","1","0","190",
"16","174","5","0","0","179",
"17","204","0","1","0","205",
"18 to 20","466","4","4","2","476",
"21 to 24","581","9","4","1","595",
"25 & over","9046","44","97","41","9228",
"Total","13411","119","144","56","13730",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
