"Easy Access to Juvenile Populations"
"Table:    Laramie County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1998"

"counts","White","Black","American Indian","Asian","Total",
"0","1016","60","9","7","1092",
"1","1045","33","7","25","1110",
"2","1011","45","8","23","1087",
"3","1004","56","8","17","1085",
"4","975","43","30","17","1065",
"5","1046","45","15","19","1125",
"6","1060","46","22","16","1144",
"7","1139","25","9","22","1195",
"8","1118","65","11","14","1208",
"9","1097","67","12","17","1193",
"10","1087","41","13","20","1161",
"11","1127","69","18","10","1224",
"12","1158","36","12","16","1222",
"13","1207","26","12","21","1266",
"14","1185","46","25","12","1268",
"15","1235","61","7","20","1323",
"16","1216","23","17","13","1269",
"17","1132","32","10","18","1192",
"18 to 20","3114","180","50","48","3392",
"21 to 24","4148","256","53","81","4538",
"25 & over","49133","1231","404","595","51363",
"Total","76253","2486","752","1031","80522",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
