"Easy Access to Juvenile Populations"
"Table:    Crook County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2016"
"    Ethnicity = Hispanic"

"counts","White","Black","American Indian","Asian","Total",
"0","0","0","0","0","0",
"1","1","0","0","0","1",
"2","4","0","0","0","4",
"3","4","0","0","0","4",
"4","5","1","0","0","6",
"5","4","0","0","0","4",
"6","1","0","0","0","1",
"7","1","0","0","0","1",
"8","1","0","0","0","1",
"9","1","0","0","0","1",
"10","2","0","0","0","2",
"11","1","0","0","0","1",
"12","1","0","0","0","1",
"13","4","0","0","0","4",
"14","3","0","0","0","3",
"15","5","0","0","0","5",
"16","8","0","0","0","8",
"17","4","0","1","0","5",
"18 to 20","13","0","0","0","13",
"21 to 24","10","0","0","0","10",
"25 & over","105","1","1","1","108",
"Total","178","2","2","1","183",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
