"Easy Access to Juvenile Populations"
"Table:    Carbon County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2001"

"counts","White","Black","American Indian","Asian","Total",
"0","176","0","4","2","182",
"1","171","1","5","0","177",
"2","178","3","3","2","186",
"3","170","3","4","2","179",
"4","173","3","1","0","177",
"5","170","0","4","1","175",
"6","177","4","5","1","187",
"7","165","0","3","1","169",
"8","183","1","7","2","193",
"9","180","1","8","2","191",
"10","193","1","5","4","203",
"11","189","2","2","1","194",
"12","203","2","0","2","207",
"13","197","1","3","0","201",
"14","237","3","1","2","243",
"15","233","2","2","3","240",
"16","238","2","3","4","247",
"17","251","2","9","4","266",
"18 to 20","559","7","9","4","579",
"21 to 24","703","8","14","5","730",
"25 & over","10001","67","138","85","10291",
"Total","14747","113","230","127","15217",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
