"Easy Access to Juvenile Populations"
"Table:    Sweetwater County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2013"

"counts","White","Black","American Indian","Asian","Total",
"0","619","12","17","11","659",
"1","538","20","16","7","581",
"2","631","7","9","10","657",
"3","632","12","16","5","665",
"4","713","15","8","10","746",
"5","748","16","15","6","785",
"6","718","13","15","6","752",
"7","712","17","13","7","749",
"8","682","16","13","8","719",
"9","647","10","10","10","677",
"10","658","13","18","8","697",
"11","642","14","8","6","670",
"12","618","15","11","8","652",
"13","621","11","11","6","649",
"14","624","10","8","3","645",
"15","596","16","10","4","626",
"16","595","12","11","4","622",
"17","588","21","11","8","628",
"18 to 20","1640","61","40","28","1769",
"21 to 24","2283","60","47","33","2423",
"25 & over","27593","517","368","295","28773",
"Total","43098","888","675","483","45144",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
