"Easy Access to Juvenile Populations"
"Table:    Carbon County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2008"

"counts","White","Black","American Indian","Asian","Total",
"0","226","4","5","4","239",
"1","211","4","2","0","217",
"2","201","1","0","1","203",
"3","225","4","2","2","233",
"4","183","5","0","3","191",
"5","193","5","2","3","203",
"6","183","4","1","1","189",
"7","171","4","2","0","177",
"8","174","1","4","2","181",
"9","217","2","5","2","226",
"10","220","2","4","0","226",
"11","180","2","6","1","189",
"12","168","0","2","1","171",
"13","200","2","2","2","206",
"14","184","0","4","2","190",
"15","196","0","6","2","204",
"16","193","3","2","1","199",
"17","203","0","4","2","209",
"18 to 20","458","6","6","3","473",
"21 to 24","766","8","13","10","797",
"25 & over","10415","90","137","93","10735",
"Total","15167","147","209","135","15658",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
