"Easy Access to Juvenile Populations"
"Table:    Weston County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1999"

"counts","White","Black","American Indian","Asian","Total",
"0","54","0","2","0","56",
"1","73","0","0","0","73",
"2","68","0","6","0","74",
"3","73","0","2","0","75",
"4","75","0","1","0","76",
"5","62","0","0","0","62",
"6","75","0","0","0","75",
"7","72","0","0","0","72",
"8","73","0","0","0","73",
"9","86","0","5","0","91",
"10","90","0","5","0","95",
"11","110","0","1","0","111",
"12","98","0","0","0","98",
"13","119","0","0","0","119",
"14","107","0","0","0","107",
"15","122","0","0","0","122",
"16","121","0","0","0","121",
"17","125","0","2","0","127",
"18 to 20","264","0","16","0","280",
"21 to 24","227","0","6","0","233",
"25 & over","4498","0","27","2","4527",
"Total","6592","0","73","2","6667",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
