"Easy Access to Juvenile Populations"
"Table:    Albany County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1997"

"counts","White","Black","American Indian","Asian","Total",
"0","342","4","3","8","357",
"1","319","19","4","14","356",
"2","326","4","2","9","341",
"3","318","0","3","5","326",
"4","309","8","4","11","332",
"5","326","12","2","5","345",
"6","291","3","9","2","305",
"7","338","6","7","4","355",
"8","307","5","2","3","317",
"9","324","7","5","11","347",
"10","331","5","4","4","344",
"11","320","6","5","6","337",
"12","338","5","9","14","366",
"13","348","9","8","8","373",
"14","353","0","6","4","363",
"15","365","6","5","4","380",
"16","367","1","7","1","376",
"17","392","6","1","5","404",
"18 to 20","3970","57","36","40","4103",
"21 to 24","4613","68","40","109","4830",
"25 & over","16384","117","133","373","17007",
"Total","30981","348","295","640","32264",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
