"Easy Access to Juvenile Populations"
"Table:    Big Horn County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1998"

"counts","White","Black","American Indian","Asian","Total",
"0","158","0","0","0","158",
"1","157","0","3","0","160",
"2","168","0","0","0","168",
"3","147","0","0","0","147",
"4","160","0","4","0","164",
"5","171","0","5","2","178",
"6","172","0","0","0","172",
"7","167","0","0","0","167",
"8","189","0","0","0","189",
"9","204","0","0","0","204",
"10","181","0","6","2","189",
"11","181","0","1","0","182",
"12","232","0","4","0","236",
"13","217","0","0","0","217",
"14","206","0","0","1","207",
"15","194","0","5","0","199",
"16","240","0","0","0","240",
"17","222","0","2","2","226",
"18 to 20","429","0","7","0","436",
"21 to 24","409","0","0","0","409",
"25 & over","7222","0","37","13","7272",
"Total","11426","0","74","20","11520",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
