"Easy Access to Juvenile Populations"
"Table:    Park County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2010"

"counts","White","Black","American Indian","Asian","Total",
"0","284","3","2","2","291",
"1","316","2","3","1","322",
"2","333","2","2","2","339",
"3","326","2","2","2","332",
"4","337","0","5","1","343",
"5","321","2","2","2","327",
"6","314","3","2","1","320",
"7","320","3","4","1","328",
"8","299","0","6","1","306",
"9","300","1","4","2","307",
"10","310","2","6","2","320",
"11","300","4","5","2","311",
"12","341","3","9","3","356",
"13","323","5","6","7","341",
"14","325","2","3","4","334",
"15","339","3","3","3","348",
"16","327","2","5","0","334",
"17","344","4","3","0","351",
"18 to 20","1239","21","21","27","1308",
"21 to 24","1138","12","8","22","1180",
"25 & over","19576","39","121","124","19860",
"Total","27712","115","222","209","28258",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
