"Easy Access to Juvenile Populations"
"Table:    Goshen County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2016"
"    Ethnicity = Non Hispanic"

"counts","White","Black","American Indian","Asian","Total",
"0","125","3","3","4","135",
"1","124","4","3","3","134",
"2","131","7","2","1","141",
"3","99","0","1","0","100",
"4","101","1","0","0","102",
"5","108","2","0","1","111",
"6","114","1","2","1","118",
"7","134","2","1","2","139",
"8","117","5","0","2","124",
"9","156","2","0","0","158",
"10","116","2","0","0","118",
"11","110","0","2","0","112",
"12","149","1","0","0","150",
"13","130","2","3","2","137",
"14","129","0","2","1","132",
"15","128","3","1","0","132",
"16","146","1","0","1","148",
"17","128","1","0","1","130",
"18 to 20","490","13","4","5","512",
"21 to 24","516","13","12","4","545",
"25 & over","8413","95","63","47","8618",
"Total","11664","158","99","75","11996",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
