"Easy Access to Juvenile Populations"
"Table:    Niobrara County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2000"

"counts","White","Black","American Indian","Asian","Total",
"0","14","0","0","0","14",
"1","21","1","0","0","22",
"2","22","1","0","0","23",
"3","34","0","0","0","34",
"4","22","0","0","0","22",
"5","20","0","0","0","20",
"6","22","0","0","0","22",
"7","36","0","0","0","36",
"8","29","0","0","0","29",
"9","33","1","0","0","34",
"10","34","0","1","0","35",
"11","35","0","0","0","35",
"12","32","0","0","0","32",
"13","36","0","0","0","36",
"14","34","0","0","0","34",
"15","40","0","0","0","40",
"16","34","0","0","1","35",
"17","39","0","0","0","39",
"18 to 20","76","1","0","0","77",
"21 to 24","67","1","0","0","68",
"25 & over","1695","1","11","2","1709",
"Total","2375","6","12","3","2396",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
