"Easy Access to Juvenile Populations"
"Table:    Sheridan County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1999"

"counts","White","Black","American Indian","Asian","Total",
"0","285","0","5","0","290",
"1","243","1","5","4","253",
"2","291","0","2","0","293",
"3","295","0","3","0","298",
"4","251","0","9","1","261",
"5","282","2","9","4","297",
"6","317","0","8","10","335",
"7","355","0","2","0","357",
"8","312","0","12","0","324",
"9","338","0","5","0","343",
"10","352","0","6","1","359",
"11","354","0","3","1","358",
"12","383","6","8","0","397",
"13","381","3","4","0","388",
"14","421","0","21","11","453",
"15","477","1","19","1","498",
"16","471","0","9","6","486",
"17","469","0","6","7","482",
"18 to 20","1054","14","18","0","1086",
"21 to 24","984","0","19","8","1011",
"25 & over","17495","10","187","67","17759",
"Total","25810","37","360","121","26328",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
