"Easy Access to Juvenile Populations"
"Table:    Johnson County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1990"

"counts","White","Black","American Indian","Asian","Total",
"0","77","0","1","0","78",
"1","84","0","0","0","84",
"2","75","0","0","0","75",
"3","73","0","0","0","73",
"4","82","0","0","0","82",
"5","88","0","1","0","89",
"6","88","0","2","0","90",
"7","94","0","0","0","94",
"8","93","0","5","0","98",
"9","98","0","1","0","99",
"10","110","0","1","0","111",
"11","108","0","0","0","108",
"12","91","0","0","0","91",
"13","91","0","2","0","93",
"14","92","0","4","0","96",
"15","90","0","2","1","93",
"16","113","0","0","0","113",
"17","84","0","0","0","84",
"18 to 20","210","0","0","0","210",
"21 to 24","187","0","0","0","187",
"25 & over","4111","0","13","0","4124",
"Total","6139","0","32","1","6172",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
