"Easy Access to Juvenile Populations"
"Table:    Natrona County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2001"

"counts","White","Black","American Indian","Asian","Total",
"0","820","20","30","6","876",
"1","766","23","11","7","807",
"2","862","19","15","7","903",
"3","807","28","19","9","863",
"4","836","22","17","8","883",
"5","855","17","13","5","890",
"6","889","13","13","5","920",
"7","900","15","10","6","931",
"8","854","12","18","2","886",
"9","937","13","13","7","970",
"10","907","12","17","8","944",
"11","1051","17","15","7","1090",
"12","923","14","17","6","960",
"13","952","19","26","9","1006",
"14","975","14","19","6","1014",
"15","1011","12","26","12","1061",
"16","1084","12","16","1","1113",
"17","1016","12","15","6","1049",
"18 to 20","3074","46","45","23","3188",
"21 to 24","3501","44","54","33","3632",
"25 & over","41961","355","456","220","42992",
"Total","64981","739","865","393","66978",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
