"Easy Access to Juvenile Populations"
"Table:    Sweetwater County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2000"

"counts","White","Black","American Indian","Asian","Total",
"0","508","10","7","1","526",
"1","523","10","13","0","546",
"2","479","9","11","0","499",
"3","489","8","8","3","508",
"4","472","9","5","1","487",
"5","468","6","6","3","483",
"6","551","6","13","2","572",
"7","529","8","13","3","553",
"8","590","6","6","3","605",
"9","582","10","11","3","606",
"10","560","5","8","1","574",
"11","582","8","13","2","605",
"12","611","10","9","2","632",
"13","686","6","8","0","700",
"14","677","9","7","2","695",
"15","689","10","7","1","707",
"16","723","8","7","5","743",
"17","770","3","9","6","788",
"18 to 20","1901","18","24","27","1970",
"21 to 24","1740","16","29","35","1820",
"25 & over","22330","172","254","177","22933",
"Total","36460","347","468","277","37552",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
