"Easy Access to Juvenile Populations"
"Table:    Fremont County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2011"

"counts","White","Black","American Indian","Asian","Total",
"0","343","9","273","5","630",
"1","385","6","244","6","641",
"2","392","5","214","2","613",
"3","383","6","237","3","629",
"4","408","6","210","3","627",
"5","391","2","250","2","645",
"6","381","4","231","3","619",
"7","362","5","226","4","597",
"8","353","5","217","3","578",
"9","356","5","200","2","563",
"10","357","7","181","2","547",
"11","345","5","166","0","516",
"12","339","6","174","1","520",
"13","361","5","177","3","546",
"14","355","4","171","5","535",
"15","353","3","172","3","531",
"16","330","3","157","2","492",
"17","364","3","166","4","537",
"18 to 20","1043","7","486","4","1540",
"21 to 24","1375","15","572","11","1973",
"25 & over","21980","99","4503","134","26716",
"Total","30956","210","9227","202","40595",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
