"Easy Access to Juvenile Populations"
"Table:    Albany County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2005"

"counts","White","Black","American Indian","Asian","Total",
"0","358","7","6","13","384",
"1","336","16","4","5","361",
"2","338","15","4","7","364",
"3","315","12","6","8","341",
"4","297","10","6","10","323",
"5","256","8","3","5","272",
"6","237","7","2","9","255",
"7","288","8","6","10","312",
"8","286","6","5","11","308",
"9","279","4","3","9","295",
"10","275","11","9","3","298",
"11","245","9","3","5","262",
"12","298","10","3","9","320",
"13","281","5","3","4","293",
"14","271","5","5","6","287",
"15","325","6","4","4","339",
"16","280","4","6","3","293",
"17","287","9","7","6","309",
"18 to 20","4330","64","38","76","4508",
"21 to 24","5991","93","65","185","6334",
"25 & over","16374","184","189","426","17173",
"Total","31947","493","377","814","33631",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
