"Easy Access to Juvenile Populations"
"Table:    Laramie County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1996"

"counts","White","Black","American Indian","Asian","Total",
"0","1057","47","12","13","1129",
"1","1029","49","6","26","1110",
"2","1017","40","10","20","1087",
"3","1018","52","9","17","1096",
"4","989","48","23","20","1080",
"5","1056","36","14","12","1118",
"6","1089","56","17","11","1173",
"7","1109","50","10","21","1190",
"8","1047","58","8","18","1131",
"9","1106","74","10","11","1201",
"10","1141","39","12","21","1213",
"11","1177","48","18","15","1258",
"12","1171","47","14","16","1248",
"13","1235","32","13","20","1300",
"14","1221","36","21","12","1290",
"15","1238","58","6","18","1320",
"16","1218","40","15","14","1287",
"17","1130","36","12","15","1193",
"18 to 20","3127","146","42","49","3364",
"21 to 24","4264","247","64","89","4664",
"25 & over","48561","1213","397","563","50734",
"Total","76000","2452","733","1001","80186",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
