"Easy Access to Juvenile Populations"
"Table:    Sublette County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2013"

"counts","White","Black","American Indian","Asian","Total",
"0","133","0","0","0","133",
"1","140","1","0","0","141",
"2","147","1","1","0","149",
"3","111","1","0","1","113",
"4","139","4","1","1","145",
"5","150","2","2","1","155",
"6","133","1","2","0","136",
"7","124","0","1","2","127",
"8","117","1","2","2","122",
"9","131","2","3","2","138",
"10","136","2","1","0","139",
"11","131","1","2","15","149",
"12","117","0","2","16","135",
"13","131","3","2","3","139",
"14","137","1","1","1","140",
"15","115","2","2","3","122",
"16","123","1","1","0","125",
"17","124","0","4","0","128",
"18 to 20","291","11","9","3","314",
"21 to 24","385","7","5","8","405",
"25 & over","6689","111","68","59","6927",
"Total","9704","152","109","117","10082",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
