"Easy Access to Juvenile Populations"
"Table:    Natrona County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1999"

"counts","White","Black","American Indian","Asian","Total",
"0","781","13","12","3","809",
"1","860","19","6","10","895",
"2","812","6","15","2","835",
"3","853","27","20","8","908",
"4","847","14","10","6","877",
"5","874","16","11","6","907",
"6","897","14","15","0","926",
"7","884","14","12","7","917",
"8","936","3","19","2","960",
"9","947","24","19","5","995",
"10","1012","21","16","6","1055",
"11","941","16","12","4","973",
"12","985","18","19","6","1028",
"13","1020","17","12","7","1056",
"14","1026","7","27","5","1065",
"15","1093","20","22","8","1143",
"16","1049","11","8","7","1075",
"17","1086","9","11","5","1111",
"18 to 20","3200","44","42","24","3310",
"21 to 24","3247","36","47","23","3353",
"25 & over","41201","280","420","183","42084",
"Total","64551","629","775","327","66282",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
