"Easy Access to Juvenile Populations"
"Table:    Sheridan County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2002"

"counts","White","Black","American Indian","Asian","Total",
"0","267","3","8","1","279",
"1","265","2","7","2","276",
"2","328","1","9","0","338",
"3","229","2","2","1","234",
"4","292","4","7","1","304",
"5","295","1","5","4","305",
"6","262","4","7","1","274",
"7","291","2","8","1","302",
"8","329","3","4","1","337",
"9","366","2","6","3","377",
"10","317","2","11","2","332",
"11","328","2","9","2","341",
"12","364","2","9","0","375",
"13","383","3","9","1","396",
"14","395","0","14","9","418",
"15","400","2","10","4","416",
"16","416","3","13","5","437",
"17","478","1","10","4","493",
"18 to 20","1087","10","24","5","1126",
"21 to 24","1122","7","23","11","1163",
"25 & over","17972","29","211","104","18316",
"Total","26186","85","406","162","26839",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
