"Easy Access to Juvenile Populations"
"Table:    Natrona County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2010"

"counts","White","Black","American Indian","Asian","Total",
"0","967","25","12","13","1017",
"1","977","28","17","11","1033",
"2","1042","34","16","10","1102",
"3","1052","35","20","13","1120",
"4","1024","27","22","10","1083",
"5","971","30","18","11","1030",
"6","968","21","22","12","1023",
"7","966","17","21","15","1019",
"8","912","21","16","9","958",
"9","919","24","15","9","967",
"10","917","20","22","9","968",
"11","887","20","16","15","938",
"12","852","22","15","8","897",
"13","860","26","22","7","915",
"14","918","19","14","11","962",
"15","929","18","12","10","969",
"16","951","18","18","8","995",
"17","957","19","20","7","1003",
"18 to 20","2992","70","57","28","3147",
"21 to 24","3853","74","88","47","4062",
"25 & over","48734","502","599","431","50266",
"Total","72648","1070","1062","694","75474",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
