"Easy Access to Juvenile Populations"
"Table:    Uinta County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2009"

"counts","White","Black","American Indian","Asian","Total",
"0","370","4","17","2","393",
"1","319","2","2","2","325",
"2","372","2","3","1","378",
"3","371","2","2","0","375",
"4","300","3","3","5","311",
"5","392","2","3","3","400",
"6","363","2","7","0","372",
"7","329","2","2","1","334",
"8","361","9","4","2","376",
"9","307","5","0","2","314",
"10","360","3","4","2","369",
"11","297","4","6","4","311",
"12","368","1","7","1","377",
"13","345","1","3","1","350",
"14","297","2","4","3","306",
"15","319","4","3","1","327",
"16","368","4","10","2","384",
"17","324","4","4","2","334",
"18 to 20","761","8","18","3","790",
"21 to 24","893","1","7","7","908",
"25 & over","12765","38","144","73","13020",
"Total","20581","103","253","117","21054",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
