"Easy Access to Juvenile Populations"
"Table:    Albany County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2002"

"counts","White","Black","American Indian","Asian","Total",
"0","340","10","4","12","366",
"1","334","8","3","4","349",
"2","280","16","6","9","311",
"3","271","9","4","6","290",
"4","283","14","4","7","308",
"5","281","10","4","4","299",
"6","257","7","7","8","279",
"7","289","9","6","7","311",
"8","258","11","4","3","276",
"9","311","4","5","5","325",
"10","273","8","8","4","293",
"11","277","8","5","9","299",
"12","306","7","4","7","324",
"13","273","6","4","5","288",
"14","280","7","7","6","300",
"15","323","7","5","4","339",
"16","312","3","10","2","327",
"17","331","7","4","3","345",
"18 to 20","4346","60","40","76","4522",
"21 to 24","5607","117","71","150","5945",
"25 & over","15865","171","199","344","16579",
"Total","31097","499","404","675","32675",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
