"Easy Access to Juvenile Populations"
"Table:    Sheridan County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1990"

"counts","White","Black","American Indian","Asian","Total",
"0","269","0","3","0","272",
"1","279","1","4","3","287",
"2","269","0","3","0","272",
"3","286","0","3","0","289",
"4","314","0","5","9","328",
"5","350","2","6","2","360",
"6","360","0","2","1","363",
"7","381","0","2","0","383",
"8","362","0","6","0","368",
"9","380","0","3","0","383",
"10","426","0","3","1","430",
"11","371","0","2","1","374",
"12","379","2","4","0","385",
"13","363","1","1","0","365",
"14","371","0","8","5","384",
"15","371","1","7","1","380",
"16","335","0","4","5","344",
"17","381","0","3","9","393",
"18 to 20","905","8","10","0","923",
"21 to 24","726","0","11","7","744",
"25 & over","15378","16","122","50","15566",
"Total","23256","31","212","94","23593",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
