"Easy Access to Juvenile Populations"
"Table:    Laramie County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2002"

"counts","White","Black","American Indian","Asian","Total",
"0","1045","90","17","25","1177",
"1","1011","78","25","30","1144",
"2","997","59","13","23","1092",
"3","999","52","15","30","1096",
"4","957","68","20","19","1064",
"5","1043","40","12","14","1109",
"6","987","33","16","13","1049",
"7","1024","46","16","17","1103",
"8","1096","41","22","18","1177",
"9","1169","58","19","24","1270",
"10","1103","55","18","15","1191",
"11","1122","48","25","16","1211",
"12","1150","29","12","11","1202",
"13","1142","54","13","10","1219",
"14","1091","40","13","20","1164",
"15","1155","30","8","16","1209",
"16","1181","38","17","14","1250",
"17","1176","40","9","16","1241",
"18 to 20","3226","213","46","70","3555",
"21 to 24","4326","289","86","81","4782",
"25 & over","51346","1293","591","691","53921",
"Total","78346","2694","1013","1173","83226",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
