"Easy Access to Juvenile Populations"
"Table:    Fremont County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2000"

"counts","White","Black","American Indian","Asian","Total",
"0","298","1","178","1","478",
"1","302","1","187","0","490",
"2","311","3","149","1","464",
"3","295","2","146","1","444",
"4","289","3","164","1","457",
"5","311","3","150","0","464",
"6","346","2","160","2","510",
"7","325","1","167","1","494",
"8","364","3","177","1","545",
"9","387","2","184","2","575",
"10","357","1","152","1","511",
"11","397","2","202","4","605",
"12","391","3","167","2","563",
"13","446","1","183","2","632",
"14","505","0","173","2","680",
"15","464","1","158","1","624",
"16","474","3","158","1","636",
"17","480","1","156","0","637",
"18 to 20","1145","6","445","4","1600",
"21 to 24","970","3","386","15","1374",
"25 & over","19417","35","3521","84","23057",
"Total","28274","77","7363","126","35840",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
