"Easy Access to Juvenile Populations"
"Table:    Carbon County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2006"

"counts","White","Black","American Indian","Asian","Total",
"0","185","4","5","1","195",
"1","198","3","3","0","204",
"2","169","2","1","2","174",
"3","198","5","2","1","206",
"4","158","4","2","6","170",
"5","173","6","5","3","187",
"6","176","4","3","1","184",
"7","181","3","2","0","186",
"8","201","1","5","2","209",
"9","184","2","5","2","193",
"10","164","1","4","3","172",
"11","165","2","5","1","173",
"12","165","1","1","1","168",
"13","180","2","4","2","188",
"14","175","1","4","1","181",
"15","202","0","6","3","211",
"16","216","3","1","2","222",
"17","207","0","7","2","216",
"18 to 20","493","6","5","5","509",
"21 to 24","724","10","14","6","754",
"25 & over","10121","85","138","90","10434",
"Total","14635","145","222","134","15136",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
